1	10848	16591
2	6220	12876
3	6064	11000
4	3622	9105
5	3475	8158
6	2694	7047
7	1574	6179
8	1098	4531
9	1325	4283
10	986	3215
11	526	2338
12	529	1842
13	456	1292
14	456	1083
15	456	1014
16	455	872
17	454	1002
18	454	835
19	415	810
20	415	821
21	454	680
22	419	677
23	419	675
24	419	614
25	419	558
26	419	609
27	394	897
28	394	746
29	394	1119
30	394	701
31	394	636
32	369	739
33	343	718
34	343	730
35	343	592
36	343	819
37	343	680
38	343	823
39	343	790
40	343	643
41	343	595
42	343	535
43	343	666
44	343	643
45	343	1078
46	343	666
47	343	763
48	343	622
49	343	562
50	343	893
51	343	563
52	343	478
53	343	560
54	343	600
55	343	671
56	343	706
57	343	620
58	343	611
59	343	615
60	343	825
61	343	1016
62	343	591
63	343	697
64	343	497
65	343	594
66	318	736
67	318	557
68	318	698
69	318	508
70	318	478
71	318	664
72	315	633
73	318	676
74	318	556
75	318	766
76	318	588
77	318	612
78	305	620
79	303	522
80	303	421
81	303	553
82	303	503
83	303	526
84	303	891
85	300	680
86	300	600
87	300	514
88	300	513
89	300	453
90	300	634
91	300	741
92	300	795
93	300	578
94	276	1149
95	300	568
96	300	528
97	300	629
98	300	508
99	300	527
100	300	539
101	300	499
102	300	508
103	300	495
104	300	615
105	300	532
106	300	559
107	300	559
108	297	518
109	250	636
110	300	564
111	300	546
112	300	562
113	300	513
114	300	446
115	300	442
116	300	514
117	300	566
118	300	571
119	300	612
120	300	1174
121	300	602
122	299	595
123	299	495
124	299	498
125	299	583
126	299	706
127	299	589
128	299	653
129	299	550
130	299	406
131	299	763
132	299	554
133	299	546
134	299	502
135	299	656
136	299	528
137	299	554
138	299	391
139	299	490
140	299	540
141	299	999
142	299	480
143	299	632
144	299	537
145	296	617
146	296	549
147	296	376
148	296	491
149	296	467
150	296	530
151	296	694
152	296	568
153	296	670
154	296	502
155	296	508
156	296	693
157	296	650
158	296	921
159	296	586
160	296	498
161	296	400
162	296	786
163	296	546
164	296	619
165	296	589
166	296	642
167	296	674
168	296	583
169	296	445
170	296	442
171	296	637
172	296	442
173	296	470
174	296	580
175	296	843
176	296	840
177	296	782
178	296	752
179	296	551
180	296	515
181	296	578
182	296	449
183	296	566
184	296	443
185	296	464
186	296	658
187	296	556
188	296	776
189	296	611
190	296	492
191	296	438
192	296	807
193	296	765
194	296	589
195	296	517
196	296	592
197	296	758
198	296	583
199	286	507
200	286	682
201	286	556
202	286	416
203	286	527
204	286	544
205	286	386
206	286	462
207	286	706
208	286	508
209	286	472
210	286	551
211	286	593
212	286	504
213	286	507
214	286	620
215	286	621
216	286	546
217	286	589
218	286	552
219	286	561
220	286	485
221	286	596
222	286	598
223	286	478
224	286	705
225	286	615
226	286	484
227	286	490
228	286	605
229	286	521
230	286	455
231	286	443
232	286	478
233	286	822
234	286	380
235	286	479
236	286	441
237	286	465
238	286	755
239	286	620
240	286	436
241	286	694
242	286	973
243	286	612
244	286	495
245	286	468
246	286	582
247	286	548
248	286	492
249	286	455
250	286	695
251	286	806
252	286	579
253	286	430
254	286	651
255	286	532
256	286	414
257	286	374
258	286	601
259	286	549
260	276	623
261	276	616
262	276	518
263	276	509
264	276	711
265	276	491
266	276	442
267	276	717
268	276	534
269	276	543
270	276	799
271	276	427
272	276	451
273	276	943
274	276	470
275	276	553
276	276	569
277	276	455
278	276	539
279	276	780
280	276	494
281	276	604
282	276	721
283	276	830
284	276	652
285	276	630
286	276	473
287	276	556
288	276	616
289	276	636
290	276	404
291	276	420
292	276	606
293	276	572
294	276	570
295	276	502
296	276	526
297	276	561
298	276	517
299	276	658
300	276	850
301	276	574
302	276	492
303	276	791
304	226	446
305	226	380
306	226	646
307	226	543
308	226	509
309	226	493
310	226	420
311	226	449
312	226	845
313	226	439
314	225	688
315	225	517
316	225	423
317	225	399
318	225	531
319	225	382
320	225	686
321	225	650
322	225	421
323	225	431
324	225	418
325	225	446
326	225	549
327	225	772
328	225	519
329	225	637
330	225	403
331	225	623
332	225	535
333	225	378
334	225	349
335	225	337
336	225	426
337	225	515
338	225	345
339	225	437
340	225	598
341	225	443
342	225	577
343	225	453
344	225	493
345	225	542
346	225	574
347	225	419
348	225	390
349	225	386
350	225	524
351	225	508
352	225	455
353	225	426
354	225	463
355	225	392
356	225	522
357	225	813
358	225	627
359	225	375
360	225	405
361	225	391
362	225	422
363	225	478
364	225	599
365	225	602
366	225	394
367	225	496
368	225	572
369	225	376
370	225	403
371	225	524
372	225	391
373	225	691
374	225	433
375	225	394
